tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,stage,rating,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
890006608113172480,2017-07-26 00:31:25,Twitter for iphone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10,Koda,,1.3,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,samoyed,0.957979,True,pomeranian,0.0138835,True,chow,0.00816748,True,6159,27075
889880896479866881,2017-07-25 16:11:53,Twitter for iphone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10,Bruno,,1.3,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,french bulldog,0.377417,True,labrador retriever,0.151317,True,muzzle,0.0829811,False,4175,24600
889665388333682689,2017-07-25 01:55:32,Twitter for iphone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10,None,puppo,1.3,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,pembroke,0.966327,True,cardigan,0.0273557,True,basenji,0.00463323,True,8360,42097
889638837579907072,2017-07-25 00:10:02,Twitter for iphone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10,Ted,,1.2,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,french bulldog,0.99165,True,boxer,0.00212864,True,staffordshire bullterrier,0.00149818,True,3720,23715
889531135344209921,2017-07-24 17:02:04,Twitter for iphone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10,Stuart,puppo,1.3,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden retriever,0.953442,True,labrador retriever,0.0138341,True,redbone,0.00795775,True,1885,13363
889278841981685760,2017-07-24 00:19:32,Twitter for iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10,Oliver,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,saluki,0.0273507,True,4450,22154
888917238123831296,2017-07-23 00:22:39,Twitter for iphone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10,Jim,,1.2,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden retriever,0.714719,True,tibetan mastiff,0.1201839999999999,True,labrador retriever,0.1055059999999999,True,3769,25674
888804989199671297,2017-07-22 16:56:37,Twitter for iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10,Zeke,,1.3,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden retriever,0.46976,True,labrador retriever,0.184172,True,english setter,0.0734817,True,3544,22499
888554962724278272,2017-07-22 00:23:06,Twitter for iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10,Ralphus,,1.3,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,siberian husky,0.700377,True,eskimo dog,0.166511,True,malamute,0.111411,True,2882,17343
888078434458587136,2017-07-20 16:49:33,Twitter for iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10,Gerald,,1.2,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,french bulldog,0.995026,True,pug,0.000931908,True,bull mastiff,0.000903211,True,2901,19175
887705289381826560,2017-07-19 16:06:48,Twitter for iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10,Jeffrey,,1.3,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,weimaraner,0.0262364,True,4542,26662
887517139158093824,2017-07-19 03:39:09,Twitter for iphone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10,None,,1.4,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,False,tow truck,0.0291754,False,shopping cart,0.0263208,False,9865,40778
887473957103951883,2017-07-19 00:47:34,Twitter for iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10,Canela,,1.3,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,pembroke,0.809197,True,rhodesian ridgeback,0.05495,True,beagle,0.0389148,True,15054,60264
887343217045368832,2017-07-18 16:08:03,Twitter for iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10,None,,1.3,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,mexican hairless,0.330741,True,sea lion,0.275645,False,weimaraner,0.134203,True,8822,29617
887101392804085760,2017-07-18 00:07:08,Twitter for iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10,None,,1.2,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,samoyed,0.733942,True,eskimo dog,0.0350295,True,staffordshire bullterrier,0.0297047,True,4999,27009
886983233522544640,2017-07-17 16:17:36,Twitter for iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10,Maya,,1.3,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,chihuahua,0.793469,True,toy terrier,0.143528,True,can opener,0.0322529,False,6329,30429
886736880519319552,2017-07-16 23:58:41,Twitter for iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help  https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10,Mingus,,1.3,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,great pyrenees,0.186136,True,dandie dinmont,0.0863463,True,2635,10508
886680336477933568,2017-07-16 20:14:00,Twitter for iphone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10,Derek,,1.3,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,False,sports car,0.139952,False,car wheel,0.0441726999999999,False,3745,19769
886366144734445568,2017-07-15 23:25:31,Twitter for iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10,Roscoe,pupper,1.2,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french bulldog,0.999201,True,chihuahua,0.000361178,True,boston bull,7.55616e-05,True,2635,18569
886258384151887873,2017-07-15 16:17:19,Twitter for iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10,Waffles,,1.3,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower cap,0.0252856,False,siamese cat,0.00284892,False,5299,24553
885984800019947520,2017-07-14 22:10:11,Twitter for iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10,Jimbo,,1.2,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim spaniel,0.972494,True,shih tzu,0.00663012,True,bernese mountain dog,0.00623915,True,5625,28643
885528943205470208,2017-07-13 15:58:47,Twitter for iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10,Maisey,,1.3,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,labrador retriever,0.265835,True,kuvasz,0.134697,True,5339,31632
885167619883638784,2017-07-12 16:03:00,Twitter for iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10,None,,1.3,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,siberian husky,0.0717125,True,eskimo dog,0.0557697,True,3673,19283
884925521741709313,2017-07-12 00:01:00,Twitter for iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10,Earl,,1.2,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian greyhound,0.259916,True,american staffordshire terrier,0.198451,True,staffordshire bullterrier,0.127725,True,15053,67391
884876753390489601,2017-07-11 20:47:12,Twitter for iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10,Lola,,1.3,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,norwich terrier,0.106075,True,norfolk terrier,0.0373485,True,4679,24423
884562892145688576,2017-07-11 00:00:02,Twitter for iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10,Kevin,,1.3,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,french bulldog,0.404291,True,brabancon griffon,0.0440019,True,3918,21350
884441805382717440,2017-07-10 15:58:53,Twitter for iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10,None,,1.4,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,pembroke,0.993225,True,cardigan,0.00321648,True,chihuahua,0.00208089,True,4801,23893
884162670584377345,2017-07-09 21:29:42,Twitter for iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10,Yogi,doggo,1.2,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,german shepherd,0.707046,True,malinois,0.199396,True,norwegian elkhound,0.0491476,True,2510,17966
883838122936631299,2017-07-09 00:00:04,Twitter for iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10,Noah,,1.2,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,doberman,0.610946,True,miniature pinscher,0.299603,True,kelpie,0.0630203,True,2867,19202
883482846933004288,2017-07-08 00:28:19,Twitter for iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",13.5,10,Bella,,1.35,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden retriever,0.943082,True,labrador retriever,0.032409,True,kuvasz,0.00550072,True,8283,40264
883360690899218434,2017-07-07 16:22:55,Twitter for iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10,Grizzwald,floofer,1.3,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,tibetan mastiff,0.00709872,True,newfoundland,0.00214033,True,3089,19971
883117836046086144,2017-07-07 00:17:54,Twitter for iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13.0,10,None,,1.3,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden retriever,0.949562,True,labrador retriever,0.0459479,True,kuvasz,0.00247094,True,5544,32553
882992080364220416,2017-07-06 15:58:11,Twitter for iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13.0,10,Rusty,,1.3,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,eskimo dog,0.4667779999999999,True,siberian husky,0.406044,True,dingo,0.0734143999999999,False,3250,21009
882762694511734784,2017-07-06 00:46:41,Twitter for iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10,Gus,pupper,1.2,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labrador retriever,0.85005,True,chesapeake bay retriever,0.074257,True,flat coated retriever,0.0155793999999999,True,4106,24832
882627270321602560,2017-07-05 15:48:34,Twitter for iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10,Stanley,,1.3,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,5076,24634
882268110199369728,2017-07-04 16:01:23,Twitter for iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10,Alfy,,1.3,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden retriever,0.762211,True,labrador retriever,0.0989848999999999,True,cocker spaniel,0.0171995,True,9651,39238
882045870035918850,2017-07-04 01:18:17,Twitter for iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13.0,10,Koko,,1.3,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web site,0.949591,False,dhole,0.0173258,False,golden retriever,0.00694063,True,4092,25768
881906580714921986,2017-07-03 16:04:48,Twitter for iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10,Rey,,1.2,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,weimaraner,0.291539,True,chesapeake bay retriever,0.278966,True,koala,0.127017,False,2858,21465
881666595344535552,2017-07-03 00:11:11,Twitter for iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10,Gary,,1.3,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki,0.529012,True,afghan hound,0.250003,True,golden retriever,0.160739,True,8972,44598
881536004380872706,2017-07-02 15:32:16,Twitter for iphone,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af  (IG: puffie_the_chow) https://t.co/ghXBIIeQZF,https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10,None,pupper,1.4,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,samoyed,0.281463,True,angora,0.272066,False,persian cat,0.114854,False,13426,43495
881268444196462592,2017-07-01 21:49:04,Twitter for iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10,Elliot,,1.2,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,tusker,0.473303,False,indian elephant,0.245646,False,ibex,0.0556607,False,4503,20506
880935762899988482,2017-06-30 23:47:07,Twitter for iphone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10,Louis,,1.3,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,street sign,0.251801,False,umbrella,0.115123,False,traffic light,0.0695338,False,2337,15069
880872448815771648,2017-06-30 19:35:32,Twitter for iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10,None,,1.2,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,pembroke,0.791416,True,norwich terrier,0.0613929,True,chihuahua,0.0337257,True,3206,18732
880465832366813184,2017-06-29 16:39:47,Twitter for iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10,Bella,,1.2,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden retriever,0.913255,True,labrador retriever,0.0263286,True,cocker spaniel,0.00937082,True,5224,25050
880221127280381952,2017-06-29 00:27:25,Twitter for iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,10,Jesse,,1.2,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525802999999999,True,3476,23691
880095782870896641,2017-06-28 16:09:20,Twitter for iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10,None,,1.1,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature pinscher,0.120298,True,rhodesian ridgeback,0.106395,True,beagle,0.106073,True,3661,24359
879862464715927552,2017-06-28 00:42:13,Twitter for iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10,Romeo,,1.3,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cocker spaniel,0.00948502,True,2937,19725
879492040517615616,2017-06-27 00:10:17,Twitter for iphone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10,Bailey,,1.2,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,german short haired pointer,0.479896,True,vizsla,0.1243529999999999,True,bath towel,0.0733202,False,2630,20721
